LIF SNN Neuron Firing Log — Foci
Parameters: tau_leaky=40us, v_thresh=0.8V
LIF Resolution: 15° per neuron
Date: 2026-03-30 05:02:22
======================================================================
  True Angle  Servo Pos  Fire Time (s)   Neuron Angle
          10         55       1.189426            0.0
          10         55       1.194182          165.0
          10         55       1.198842           15.0
          10         55       1.208432          195.0
          10         55       1.213522          165.0
          10         55       1.217129          150.0
          10         55       1.222995          165.0
          10         55       1.241528          180.0
          10         55       1.253502          150.0
          10         55       1.264410          180.0
          10         55       1.317653           45.0
          10         55       1.353119          150.0
          10         55       1.361029          120.0
          10         55       1.365394            0.0
          10         55       1.384719          120.0
          10         55       1.391027          180.0
          10         55       1.399926          180.0
          10         55       1.401094            0.0
          10         55       1.405572          150.0
          10         55       1.409024           15.0
          10         55       1.416805          210.0
          10         55       1.420856          165.0
          10         55       1.429553          165.0
          10         55       1.431980          180.0
          10         55       1.433301          255.0
          10         55       1.435883          180.0
          10         55       1.437608          165.0
          10         55       1.443387            0.0
          10         55       1.444582          180.0
          10         55       1.446327          165.0
          10         55       1.447446          180.0
          10         55       1.453344          180.0
          10         55       1.455064          150.0
          10         55       1.462247          180.0
          10         55       1.468696          165.0
          10         55       1.469910          180.0
          10         55       1.477672          180.0
          10         55       1.478739          165.0
          10         55       1.496510          165.0
          10         55       1.499674          165.0
          10         55       1.507420          165.0
          10         55       1.508493          180.0
          10         55       1.510098          165.0
          10         55       1.515926          180.0
          10         55       1.518547            0.0
          10         55       1.521328            0.0
          10         55       1.523676          165.0
          10         55       1.524969          180.0
          10         55       1.526378          165.0
          10         55       1.528355          180.0
          10         55       1.530206          165.0
          10         55       1.535622            0.0
          10         55       1.535758          180.0
          10         55       1.539465          180.0
          10         55       1.542688          180.0
          10         55       1.546995          165.0
          10         55       1.548547          180.0
          10         55       1.550898          180.0
          10         55       1.552836          165.0
          10         55       1.565211          180.0
          10         55       1.570246          165.0
          10         55       2.733922          180.0
          10         55       2.737836          180.0
          10         55       2.739010          165.0
          10         55       2.746239          165.0
          10         55       2.749399          165.0
          10         55       2.752163          165.0
          10         55       2.756012          180.0
          10         55       2.757534          165.0
          10         55       2.764754          165.0
          10         55       2.783571          165.0
          10         55       2.786129          165.0
          10         55       2.787262          180.0
          10         55       2.791047          180.0
          10         55       2.795901          150.0
          10         55       2.797469          180.0
          10         55       2.801180          180.0
          10         55       2.803876          165.0
          10         55       2.803876          180.0
          10         55       2.804977          150.0
          10         55       2.807631           30.0
          10         55       2.812485          345.0
          10         55       2.815161            0.0
          10         55       2.816194           15.0
          10         55       2.818854           30.0
          10         55       2.819926           90.0
          10         55       2.821155          165.0
          10         55       2.823731           60.0
          10         55       2.827747          225.0
          10         55       2.828867          180.0
          10         55       2.833914           90.0
          10         55       2.835264          210.0
          10         55       2.912075          180.0
          10         55       2.915448          165.0
          10         55       2.930299          165.0
          10         55       2.978168          180.0
          10         55       2.979840          165.0
          10         55       2.986633          180.0
          15         60       0.497260          165.0
          15         60       0.512040          165.0
          15         60       0.517309          165.0
          15         60       0.519265          180.0
          15         60       0.524590          165.0
          15         60       0.527850          165.0
          15         60       0.529204          180.0
          15         60       0.530293          165.0
          15         60       0.536432          165.0
          15         60       0.540473          180.0
          15         60       0.542821          120.0
          15         60       0.553882          165.0
          15         60       0.554973          180.0
          15         60       0.562256          165.0
          15         60       0.563662          150.0
          15         60       0.564805          120.0
          15         60       0.571046          165.0
          15         60       0.709385          165.0
          15         60       0.714202          165.0
          15         60       0.719167          165.0
          15         60       0.720926          180.0
          15         60       0.722168          165.0
          15         60       0.729467          165.0
          15         60       0.732108          165.0
          15         60       0.740219          165.0
          15         60       0.742406          180.0
          15         60       0.751567          165.0
          15         60       0.754885          165.0
          15         60       0.763661          165.0
          15         60       0.813047            0.0
          15         60       0.813183          180.0
          15         60       0.825885          165.0
          15         60       0.830536          225.0
          15         60       1.031385          165.0
          15         60       1.032890          180.0
          15         60       1.035938          165.0
          15         60       1.039262          165.0
          15         60       1.039262          180.0
          15         60       1.044823          165.0
          15         60       1.054539          165.0
          15         60       1.062834          165.0
          15         60       1.064934          105.0
          15         60       1.144852          165.0
          15         60       1.156344          165.0
          15         60       1.167590          165.0
          15         60       1.167590          180.0
          15         60       1.168705          150.0
          15         60       1.178700          165.0
          15         60       1.178700          180.0
          15         60       1.179815          150.0
          15         60       1.189389          165.0
          15         60       1.190472          180.0
          15         60       1.193772          150.0
          15         60       1.199667          165.0
          15         60       1.200743          180.0
          15         60       1.209543          165.0
          15         60       1.209543          180.0
          15         60       1.210635          150.0
          15         60       1.219145          165.0
          15         60       1.219145          180.0
          15         60       1.222477          165.0
          15         60       1.226956           45.0
          15         60       1.228469          165.0
          15         60       1.240041          120.0
          15         60       1.245708          165.0
          15         60       1.248707          180.0
          15         60       1.261954          180.0
          15         60       1.275004           60.0
          15         60       1.276623          150.0
          15         60       1.277717          165.0
          15         60       1.285327          165.0
          15         60       1.292836          165.0
          15         60       1.295556          135.0
          15         60       1.298077          105.0
          15         60       1.314778          180.0
          15         60       1.316457          150.0
          15         60       1.322042          165.0
          15         60       1.329354          150.0
          15         60       1.330938          210.0
          15         60       1.337172          195.0
          15         60       1.339438           90.0
          15         60       1.342285           90.0
          15         60       1.346210          165.0
          15         60       1.353584          210.0
          15         60       1.354741          165.0
          15         60       1.378065          165.0
          15         60       1.392194          210.0
          15         60       1.407295          165.0
          15         60       1.412823          165.0
          15         60       1.504532          180.0
          15         60       1.507733          165.0
          15         60       1.508799          150.0
          15         60       1.510297          165.0
          15         60       1.514983          165.0
          15         60       1.516083          180.0
          15         60       1.517577          165.0
          15         60       1.518617          180.0
          15         60       1.522303          165.0
          15         60       1.524887          165.0
          15         60       1.525941          180.0
          15         60       1.530184          165.0
          15         60       1.532373          150.0
          15         60       1.533422          165.0
          15         60       1.538790          165.0
          15         60       1.545161          165.0
          15         60       1.548618          165.0
          15         60       1.552296          165.0
          15         60       1.559842          165.0
          15         60       1.561205          150.0
          15         60       1.562304          135.0
          15         60       1.567725          165.0
          15         60       1.569799          150.0
          15         60       1.575297          165.0
          15         60       1.575297          180.0
          15         60       1.576336          150.0
          15         60       1.590614          165.0
          15         60       1.590614          180.0
          15         60       1.602770          180.0
          15         60       1.606200          165.0
          15         60       1.620568          150.0
          15         60       1.625992          180.0
          15         60       1.627162          150.0
          15         60       1.637825          165.0
          15         60       1.642083          180.0
          15         60       1.659004          165.0
          15         60       1.667424          165.0
          15         60       2.729827          165.0
          15         60       2.732817          180.0
          15         60       2.740325          165.0
          15         60       2.756815          165.0
          15         60       2.777643          165.0
          15         60       2.790950          165.0
          15         60       2.793051          165.0
          15         60       2.798141          165.0
          15         60       2.808331          165.0
          15         60       2.899348            0.0
          20         65       0.010061          165.0
          20         65       0.018961          165.0
          20         65       0.018961          180.0
          20         65       0.031912          150.0
          20         65       0.052618          165.0
          20         65       0.052618          180.0
          20         65       0.057932          165.0
          20         65       0.077586          165.0
          20         65       0.091239          165.0
          20         65       0.156583          180.0
          20         65       0.212251          165.0
          20         65       0.528741          165.0
          20         65       0.534694          165.0
          20         65       0.536797          165.0
          20         65       0.555063          165.0
          20         65       0.565448          165.0
          20         65       0.568221          165.0
          20         65       0.574020          165.0
          20         65       0.575157          105.0
          20         65       0.584397           15.0
          20         65       0.593178          150.0
          20         65       0.604911          165.0
          20         65       0.650605          180.0
          20         65       0.657870          165.0
          20         65       0.658918          180.0
          20         65       0.661619          150.0
          20         65       0.903754          165.0
          20         65       0.912186          150.0
          20         65       0.913198          165.0
          20         65       0.914260          150.0
          20         65       0.915301          165.0
          20         65       0.916393          150.0
          20         65       0.921110          150.0
          20         65       0.929786          135.0
          20         65       0.929786          150.0
          20         65       0.933590          180.0
          20         65       0.934725          165.0
          20         65       1.008284          165.0
          20         65       1.009407          180.0
          20         65       1.013833          165.0
          20         65       1.032694          165.0
          20         65       1.041305          165.0
          20         65       1.042793          180.0
          20         65       1.049946          165.0
          20         65       1.058379          165.0
          20         65       1.059908          150.0
          20         65       1.062670          165.0
          20         65       1.069319          165.0
          20         65       1.080128          225.0
          20         65       1.293918          165.0
          20         65       1.293918          180.0
          20         65       1.304362          165.0
          20         65       1.305965          180.0
          20         65       1.318161          165.0
          20         65       1.325906          180.0
          20         65       1.345991          165.0
          20         65       1.356159          165.0
          20         65       1.474514          165.0
          20         65       1.579368          150.0
          20         65       1.579368          165.0
          20         65       1.580704          180.0
          20         65       1.590153          165.0
          20         65       1.600973          165.0
          20         65       1.603243          165.0
          20         65       1.612045          165.0
          20         65       1.613316          180.0
          20         65       1.622985          165.0
          20         65       1.624309          180.0
          20         65       1.634307          165.0
          20         65       1.645274          165.0
          20         65       1.645274          180.0
          20         65       1.708836          165.0
          20         65       1.788594          165.0
          20         65       1.798243          165.0
          20         65       1.800066          180.0
          20         65       1.804290          180.0
          20         65       1.809545          150.0
          20         65       1.810633          165.0
          20         65       1.812162          150.0
          20         65       1.821221          165.0
          20         65       1.831905          165.0
          20         65       1.840632          165.0
          20         65       1.842429          180.0
          20         65       1.851081          165.0
          20         65       1.862089          165.0
          20         65       1.872668          150.0
          20         65       2.150930          180.0
          20         65       2.157569          165.0
          20         65       2.158676          150.0
          20         65       2.160157          180.0
          20         65       2.161680          165.0
          20         65       2.167336          165.0
          20         65       2.167336          180.0
          20         65       2.169184          150.0
          20         65       2.174361          150.0
